obj,super_obj
musical instrument maker,instrument maker
instrument maker,artisan
musical instrument maker,musical instrument makers and tuners
musical instrument makers and tuners,handicraft worker
honky tonk,country music
Gibson Country Western,acoustic guitar
Esperantist,activist
handbell,idiophone
idiophone,musical instrument
winegrower,grape grower
grape grower,farmer
winegrower,wine professional
wine professional,professional
Americana Lifetime Achievement Award for Performance,music award
Americana Lifetime Achievement Award for Performance,award for best performance
taekwondo,martial art
taekwondo,Olympic sport
ice hockey,ice skating
ice hockey,hockey
hockey,team sport
ice hockey,ice sport
ice sport,sport
ice sport,winter sport
tango,flamenco
honorary doctor of the University of Exeter,honorary doctorate
Micro,sailboat
Islamic music,religious music
mellotron,electromechanical samplers
electromechanical samplers,electromechanical instruments
tango,partner dance
partner dance,social dance
tango,social dance
Monroe,table apple
Monroe,cooking apple
Minimoog,analog synthesizer
analog synthesizer,synthesizer
analog synthesizer,electronic musical instrument
computer scientist,systems analyst
systems analyst,software and applications developers and analysts
computer scientist,technology specialist
technology specialist,professional
Wichita,Caddoan
Caddoan,Indigenous languages of the Americas
Broken Arrow,accident
accident,calamity
accident,incident
martial industrial,post-industrial music
modinha,Brazilian folk music
Brazilian folk music,traditional folk music
Brazilian folk music,music of Brazil
animator,artist
animator,graphic artist
animator,film crew member
orchestrator,music arranger
observational comedy,comedy
MTV Europe Music Award for Best Arabia Act,award for best artist
Canadian hip hop,hip hop music
Canadian hip hop,music of Canada
music of Canada,music of North America
morna,music of Cape Verde
music of Cape Verde,music of West Africa
gold record,music recording sales certification
music recording sales certification,certification
music recording sales certification,music award
Kora Awards,music award
chanteuse,singer
disco polo,dance-pop
dance-pop,pop music
dance-pop,club/dance music
disco polo,music of Poland
music of Poland,art in Poland
music of Poland,music of Central Europe
costume designer,tailor
costume designer,designer
sung poetry,singer-songwriter music
sung poetry,poetry song
poetry song,song
Rusty Nail,cocktail
Orgasm,cocktail
music teacher,Other Teaching Professional
Eurobeat,electronic dance music
neurofunk,drum and bass
screamo,emo
screamo,post-hardcore
Rosario,sans-serif
Rosario,open-source typeface
open-source typeface,typeface
open-source typeface,open content
Rosario,variable font
variable font,computer font
beauty pageant contestant,entertainer
beauty pageant contestant,model
beauty pageant contestant,contestant
conspiracy theorist,political activist
MTV Europe Music Award for Best Latin American Act,award for best performance
Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Comedy Series,award for a working group
Spanish rock,rock music
Spanish rock,music of Spain
urbano music,Latin music
alternative reggaeton,reggaeton
Menudo,stew
stew,food
stew,dish
Menudo,tripe soup
tripe soup,soup
Albemarle,cargo aircraft
cargo aircraft,transport aircraft
Albemarle,bomber
honorary doctor of the National University of Rosario,honorary doctorate
rockabilly musician,musician
Parrot,fictional parrot
fictional parrot,fictional bird
Quincy,fictional human
fictional human,fictional humanoid
fictional human,fictional primate
fictional human,fictional person
fictional human,imaginary human
worship pastor,pastor
pastor,pastor
pastor,religious servant
nerdcore,hip hop music
nerdcore,nerd music
Canterbury,furniture
furniture,utensil
furniture,furnishings
experimental musician,musician
Celtic punk,punk rock
Celtic punk,folk punk
Moog modular synthesizer,modular synthesizer
modular synthesizer,synthesizer
Ondioline,keyboard instrument
Ondioline,electronic musical instrument
Ondioline,analogue synthesizers and other electronic instruments with thermionic valve (vacuum-tube) based devices generating and/or processing electric sound signals
ambient trance,chill-out music
Canterbury scene,progressive rock
West Coast jazz,jazz
master of ceremonies,Q20017153
Q20017153,supervisor
Honorary doctor of the University of Fribourg,honorary doctorate
mixture rock,rock music
ASTRO,technical standard
technical standard,reference work
technical standard,document
technical standard,convention
technical standard,service
technical standard,class
master of ceremonies,event producer
event producer,marketing manager
third stream,jazz
Weissenborn,guitar
Australian hip hop,hip hop music
Australian hip hop,music of Australia
music of Australia,music of Oceania
Pito,beer
Delta blues,blues
Delta blues,country blues
Russian chanson,popular music
Russian chanson,music of Russia
New York hardcore,hardcore punk
chitarrone,plucked string instrument
chitarrone,necked bowl lutes
promoter,cis-regulatory element
cis-regulatory element,regulatory sequence
promoter,regulatory sequence
regulatory sequence,biological sequence
promoter,businessperson
promoter,chemical substance
chemical substance,substance
chemical substance,chemical entity
transformist,performance artist
performance artist,visual artist
German hip hop,music of Germany
German hip hop,European hip hop
European hip hop,hip hop music
European hip hop,music of Europe
blues singer,singer
blues singer,blues musician
bowler,monster
monster,fictional creature
professional wrestling,wrestling
wrestling,Olympic sport
wrestling,strength sport
wrestling,combat sport
wrestling,close combat
professional wrestling,entertainment
professional wrestling,combat sport
wrestler,athlete
wrestler,martial artist
minimal techno,techno
black doom,black metal
black doom,doom metal
Parma,shield
shield,armor
ambient pop,pop music
epic metal,heavy metal
bowler,athlete
programmer,software developer
software developer,software engineer
software developer,software and applications developers and analysts
programmer,author
epic doom metal,doom metal
epic doom metal,epic heavy metal
epic heavy metal,heavy metal
jazz pianist,pianist
jazz pianist,jazz musician
MIDI controller,controller
controller,input-output device
MIDI controller,digital control sources and interfaces
digital control sources and interfaces,"digital instruments, modules and components"
Brazilians,inhabitant
Brazilians,Lusophones
Brazilians,South Americans
South Americans,inhabitant
South Americans,Americans
South Americans,Latin Americans
Brazilians,Latin Americans
Latin Americans,Americans
mandopop,C-pop
C-pop,A-pop
C-pop,Chinese modern music
Grammy Award for Best Latin Jazz Album,award for best album (genre)
UK hardcore,happy hardcore
UK hardcore,hard dance
music of East Asia,music of Asia
space disco,electro-disco
Western music,music
Moog synthesizer,analog synthesizer
People's Artist of the Chechen Republic,People's Artist
People's Artist,title of honor
Neue Deutsche Welle,punk rock
Neue Deutsche Welle,rock music
Neue Deutsche Welle,new wave
Neue Deutsche Welle,music of Germany
Deutscher Fernsehpreis,television award
Amharic,Semitic
Amharic,Ethiopian Semitic
Ethiopian Semitic,South Semitic
Ethiopian Semitic,West Semitic
bachata,social dance
Latin metal,metal
Latin metal,Latin music
ondist,keyboardist
ondist,electronic musician
ondist,experimental musician
classical composer,composer
classical composer,classical musician
tape loop,magnetic tape
magnetic tape,recording medium
magnetic tape,machine-readable medium
magnetic tape,magnetic memory
Baldwin,table apple
Enya,Mbole–Enya
Mbole–Enya,Bantu
Delta,protein-coding gene
low voice,voice
honorary doctor of the University of Sydney,honorary doctorate
bachata,dance music
bachata,tropical music
bachata,music of the Dominican Republic
American football,gridiron football
gridiron football,football codes
Delta,expendable launch vehicle
Panama,sheep
novelty music,comedy music
roots reggae,reggae
ethno jazz,jazz
Alma,cherry
cherry,drupe
cherry,fruit
soul blues,blues
Madison,track cycling
track cycling,cycle sport
Madison,relay race
relay race,type of sport
relay race,team sport
Gypsy punk,punk rock
Gypsy punk,Romani music
Romani music,music of the Balkans
snap music,hip hop music
snap music,bass music
music of the Balkans,music of Southern Europe
music of Southern Europe,music of Europe
music of the Balkans,music of Eastern Europe
music of Eastern Europe,music of Europe
Madison,dance
basketball player,athlete
basketball player,competitive player
tejano music,regional Mexican
Grammy Award for Best Female Rap Solo Performance,award for best performance
Juno Award for Instrumental Album of the Year,award for best album (genre)
Juno Award for World Music Album of the Year,award for best album (genre)
basketball,inflatable ball
inflatable ball,ball
inflatable ball,inflatable
basketball,basketball product
basketball product,athletics product
basketball,team sport
basketball,ball game
Latin alternative,alternative music
Latin alternative,Latin music
Commander of the Order of Merit of the Italian Republic,commander
Commander of the Order of Merit of the Italian Republic,Commendatore
Commendatore,commander
light music,classical music
independent record label,record label
record label,organization
record label,brand
record label,trade name
independent record label,record company
record company,media company
record company,business
record company,music organization
Ladin,Romansh
Romansh,Rhaeto-Romance
Joker,playing card
playing card,printed matter
playing card,game equipment
playing card,card
Tab,refreshing drink
refreshing drink,soft drink
Tab,caffeinated soft drink
caffeinated soft drink,soft drink
caffeinated soft drink,caffeinated drink
wizard rock,geek rock
comedy,comedy
comedy,dramatic theatre
dramatic theatre,theatre
dramatic theatre,drama
chemist,physical and earth science professionals
physical and earth science professionals,science and engineering professionals
Latin Grammy Award for Best Portuguese Language Christian Album,award for best album (genre)
Ladin,Rhaeto-Romance
Rhaeto-Romance,Gallo-Rhaetian
Dame Commander of the Order of the British Empire,commander
Dame Commander of the Order of the British Empire,Dame
Dame,grade of an order
Shropshire,sheep
Turkish hip hop,music of Turkey
Turkish hip hop,Middle Eastern hip hop
Middle Eastern hip hop,hip hop music
Middle Eastern hip hop,music of the Middle East
light soprano,soprano
MTV Europe Music Award for Best Turkish Act,award for best performance
mafioso rap,gangsta rap
Companion of the Order of Australia,companion
Lucca,extra virgin olive oil
extra virgin olive oil,olive oil
Alarmprisen in electronic music,award for best album
tambura,necked box lute
necked box lute,necked lute
EMS VCS 3,synthesizer
Jackson Soloist,electric guitar
neoclassical dark wave,dark wave
MTV Video Music Award for Best Overall Performance,award for best performance
maraca,percussion instrument
maraca,shaken idiophone
shaken idiophone,indirectly struck idiophone
shaken idiophone,Q113265900
maraca,rhythmic instrument
rhythmic instrument,musical instrument
shamanism,religious activity
religious activity,intentional human activity
Gibson Flying V,electric guitar
Sikhism,Indian religions
Sikhism,monotheistic religion
Member of the Order of Canada,Member
Nouvelle Chanson,chanson
dramatic soprano,soprano
Santana,apple
French folk music,music of France
French folk music,European folk music
European folk music,traditional folk music
European folk music,music of Europe
translator,writer
translator,translator-interpreter
translator-interpreter,linguist
flugelhorn,saxhorn
literary critic,critic
literary critic,reviewer
reviewer,critic
literary critic,literary scholar
literary scholar,philologist
translator,implementation of a programming language
implementation of a programming language,software
implementation of a programming language,programming tool
helicon,valve horns
Yale,serif typeface
capri pants,trousers
trousers,clothing
animal rights advocate,activist
new wave of new wave,new wave
Monaco,sans-serif
Monaco,monospaced typeface
monospaced typeface,typeface
Laura,Sumba–Hawu
Sumba–Hawu,Sumba–Flores
Laura,Wejewa
Wejewa,Sumba–Hawu
Monaco,beer cocktail
beer cocktail,cocktail
French rock,rock music
French rock,music of France
Swiss German,High Alemannic
High Alemannic,Alemannic
acoustic rock,rock music
acoustic rock,acoustic music
Mission,grape
Mission,olive
Mission,administrative division
administrative division,human-geographic territorial entity
Gibson SG,electric guitar
Gibson SG,solid body
solid body,string instrument
Irish,inhabitant
Irish,Irish people
Irish people,inhabitant
Irish people,European people
Irish people,Western Europeans
Irish people,islanders
Irish,European people
Irish,Western Europeans
Irish,islanders
islanders,inhabitant
islanders,isolated human group
modern rock,rock music
baseball player,athlete
baseball player,competitive player
vaudeville,musical theater
musical theater,theatre
musical theater,stage and screen
vaudeville,music of North America
Aurora,statue
statue,sculpture
statue,figure
rower,athlete
rower,boater
boater,sailor
rower,rowing figure
rowing figure,sportsperson
rowing,water sport
rowing,watercraft rowing
watercraft rowing,manual drive
watercraft rowing,locomotion
watercraft rowing,vehicle operation
vaudeville,song
vaudeville,satire
satire,humor
pagan folk,modern pagan music
modern pagan music,popular music
pagan folk,European folk music
vaudeville,theatre
theatre,performance work
vaudeville,variety
variety,performing arts
synthwave,electronic music
television director,director
Silver Cross of Merit,Cross of Merit
Cross of Merit,decoration
Silver Cross of Merit,silver medal of the order
silver medal of the order,silver medal
silver medal of the order,medal of an order
cantor,singer
cantor,religious professionals
religious professionals,religious occupation
religious professionals,social and religious professionals
cantor,cantor
Episcopal Church,Christian Church
Christian Church,religious organization
Episcopal Church,religious denomination
religious denomination,religious organization
religious denomination,religion or world view
Aurora,serif typeface
Seoul Music Awards,music award
Victor,strategic bomber
strategic bomber,heavy bomber
Victor,V bomber
V bomber,land-based strategic jet bomber
V bomber,strategic bomber with 4 engines
V bomber,bomber with 4 jet engines
contemporary jazz,jazz
tin whistle,Irish flute
Irish flute,flute
tin whistle,open flutes with internal duct with fingerholes
Argentine rock,rock music
Argentine rock,music of Argentina
music of Argentina,music of Latin America
music of Argentina,music of South America
rowing,physical exercise
baseball,ball
ball,toy
ball,sports equipment
baseball,sports equipment
baseball,baseball & softball product
baseball & softball product,athletics product
SOE agent,intelligence agent
intelligence agent,person linked to the law
baseball,Olympic sport
baseball,team sport
baseball,bat-and-ball game
bat-and-ball game,game
bat-and-ball game,ball game
Irish,Goidelic
Goidelic,Insular Celtic
agricultural worker,laborer
agricultural worker,"agricultural, forestry and fishery labourers"
agricultural worker,field crop and vegetable growers
field crop and vegetable growers,market gardeners and crop growers
groove,music cognition
music cognition,cognition
music cognition,academic discipline
Finley,drink
Numb,protein-coding gene
funk carioca,Brazilian funk
Brazilian funk,music of Brazil
Brazilian funk,club/dance music
Brazilian funk,bass music
groove,anatomical line
anatomical line,anatomical boundary
groove,groove
groove,cavity
groove,connector
connector,machine element
connector,physical interface
Cameroon,sheep
cavity,empty space in a solid object
Victoires de la Musique,music award
Ambrogino d'oro,civic merit
civic merit,award
farmer,farmer
Grammy Award for Best R&B Instrumental Performance,award for best performance
Grammy Award for Best Traditional World Music Album,award for best album (genre)
Commander of the National Order of Benin,commander
Korean hip hop,Asian hip hop
Asian hip hop,hip hop music
Asian hip hop,music of Asia
Korean hip hop,music of South Korea
music of South Korea,music of Korea
Fon,monarch
monarch,sovereign
monarch,position
Fon,tribal chief
tribal chief,ruler
tribal chief,legislators and senior officials
Wolof music,music of West Africa
mashup,web application
web application,website
web application,Internet application
All Africa Music Award for Best Female Artiste in Western Africa,award for best artist
KVN actor,actor
Bambara,Mande
Mande,Niger–Congo
Fon,Gbe
Gbe,Kwa
Gbe,Volta–Niger
Gen,Gbe
Igbo,Benue–Congo
Benue–Congo,Niger–Congo
Benue–Congo,Volta–Congo
Igbo,Kwa
Igbo,Igboid
Igboid,Benue–Congo
Edo,Edoid
Edoid,Volta–Niger
mashup,popular music
pagan metal,extreme metal
pagan metal,modern pagan music
kickboxing,combat sport
shamisen,traditional Japanese musical instrument
traditional Japanese musical instrument,musical instrument
shamisen,spike box lutes
spike box lutes,spike lutes
shamisen,long and narrow object
long and narrow object,physical object
Asheville,gunboat
gunboat,naval vessel
Palm Desert Scene,stoner rock
American Music Award for Favorite Contemporary Inspirational Artist,award for best artist
National Socialist black metal,black metal
National Socialist black metal,neo-nazi music
neo-nazi music,political music
jazz standard,jazz
jazz standard,traditional pop
traditional pop,pop music
jazz standard,standard
standard,composed musical work
Sovereign Citizen Movement,pseudolaw
pseudolaw,armchair theorizing
pseudolaw,fringe theory
enka,music of Japan
Chicago blues,blues
Chicago blues,electric blues
dark rock,alternative rock
Enterprise,amusement ride
Chayka,reel-to-reel audio tape recorder
Enterprise,Enterprise
Natchez,Indigenous languages of the Americas
Indigenous languages of the Americas,indigenous language
Enterprise,yal
Grammy Award for Best Contemporary Blues Album,award for best album (genre)
Tenore contraltino,tenor
Cornwall,ceremonial county of England
ceremonial county of England,county of England
ceremonial county of England,lieutenancy area
Arabic music,music of the Middle East
Arabic music,music of North Africa
music of North Africa,music of Africa
Sacred Steel,black gospel music
black gospel music,gospel music
black gospel music,African-American music
Enterprise,home computer
home computer,microcomputer
home computer,electronic machine
death 'n' roll,death metal
Busan,Bisa-Busa
Bisa-Busa,Eastern Mande
solo performance,performance
Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Miniseries or Television Movie,award for outstanding (...)
Shenandoah,table apple
Shenandoah,cooking apple
Wayne,table apple
Wayne,cooking apple
online streamer,content creator
ukulelist,plucked instrument player
lap steel guitar,steel guitar
Honorary citizen of Manchester,honorary citizenship
Shenandoah,chin curtain
chin curtain,beard
chin curtain,human facial hair
Ultra,signals intelligence
signals intelligence,espionage
signals intelligence,intelligence activity
Ultra,military project
military project,project
military project,military affairs
military project,government plan
Persian traditional music,music of Iran
music of Iran,music of the Middle East
Persian traditional music,Middle Eastern classical music
Banda music,music of Central Africa
Seneca,Seneca–Cayuga
Seneca–Cayuga,Iroquoian
sintir,lute
lute,plucked string necked bowl lute
sintir,spike lutes
spike lutes,handle lute
setar,lute
tar,mixture
mixture,chemical substance
tar,building material
building material,material
tar,Q3321361
Q3321361,chemical substance
tar,natural resin
natural resin,plant sap
natural resin,resin
natural resin,secretion or excretion
natural resin,film former
LDH,protein-coding gene
Nederpop,pop music
Nederpop,music of the Netherlands
music of the Netherlands,music of Western Europe
Nederpop,music in Dutch language
music in Dutch language,music
tar,frame drum
frame drum,directly struck membranophone
fretless guitar,guitar
fretless guitar,fretless instrument
fretless instrument,string instrument
fretless instrument,continuous-pitch instrument
Seneca,Native Americans in the United States
Native Americans in the United States,Americans
Native Americans in the United States,indigenous peoples of North America
funeral doom metal,doom metal
tar,computer file
computer file,file system object
tar,plucked string instrument
Officer of the Order of Cultural Merit,officer
Latin Grammy Award for Best Banda Album,award for best album (genre)
Member of the Order of Australia,Member
folklore,tradition
tradition,custom
tradition,heritage
racing automobile driver,racing driver
racing driver,vehicle operator
racing driver,motorsports competitor
Knight Commander's Cross of the Order of Merit of the Federal Republic of Germany,grand officer
Three Rivers,Nunusaku
Nunusaku,East Central Maluku
Blue,drink
nude model,nudity
nudity,occurrence
nude model,art model
art model,model
nude model,model
24 Hours of Le Mans,endurance race
endurance race,auto race
artivist,artist
artivist,activist
wakeboarder,athlete
Goya Award for Best Original Song,award for best original song
award for best original song,film award category
award for best original song,award for best song
folk jazz,jazz
folk jazz,contemporary folk music
Latin Grammy Award for Best Folk Album,award for best album (genre)
drug trafficking,black market
black market,market
supermodel,model
supermodel,star
star,celebrity
auto racing,motorsport
motorsport,sport
auto racing,racing
racing,sport
Cajun music,music of Louisiana
music of Louisiana,music of the United States
boxer,athlete
boxer,martial artist
Texas blues,blues
boxing,covering
covering,exterior
covering,layer
pan flute,duct flute
pan flute,end-blown flute
end-blown flute,flute without duct
Grammy Award for Best Traditional Blues Album,award for best album (genre)
Honorary doctor of the University of Bologna,honorary doctorate
Mercer,table apple
sousaphone,tuba
Miami bass,hip hop music
Miami bass,club/dance music
Miami bass,bass music
Grammy Award for Best Album Notes,award for best album (genre)
Grammy Award for Best Blues Album,award for best album (genre)
Korn,grain spirit
grain spirit,liquor
opinion journalist,pundit
pundit,critic
pundit,media professional
opinion journalist,journalist
hands up,Eurotrance
violist,instrumentalist
boxing,Olympic sport
boxing,combat sport
Persian,atlas
atlas,column
atlas,statue
atlas,architectural sculpture
straight edge,hardcore punk
Persian,video game character
video game character,fictional character
poker,fireplace accessory
fireplace accessory,physical tool
fireplace accessory,fire-making tool
straight edge,measuring tools & sensor
measuring tools & sensor,physical tool
Telemark County Culture Award,cultural prize
cultural prize,award
Hero of Ukraine,national hero
national hero,hero
Order of Honour,Greek order
Greek order,order
motivational speaker,orator
Merited Artist of Ukraine,Merited Artist
decoration,award
decoration,decoration
Ngor,Sakya
Sakya,Sarma
People's Artist of the USSR,title of honor
People's Artist of the Ukrainian SSR,People's Artist
Persian,food
Persian,pastry
pastry,food
pastry,baked good
pastry,bánh
pastry,pastries and scones
poker,card game
card game,game
card game,tabletop game
card game,human activity
card game,Q121459946
poker,mind sport
bayan,chromatic button accordion
chromatic button accordion,button accordion
chalga,Balkan pop-folk
Balkan pop-folk,music of the Balkans
Balkan pop-folk,popular folk music
Balkan pop-folk,Eastern European pop
domra,Slavic musical instrument
Slavic musical instrument,folk instrument
domra,necked bowl lutes sounded by plectrum
straight edge,punk subculture
punk subculture,counterculture
Chihuahua,dog
Ukrainian,East Slavic
Persian,New Persian
New Persian,Southwestern Iranian
Azerbaijani,Western Oghuz
Hercules,Lockheed C-130 Hercules
Lockheed C-130 Hercules,land-based airlifter monoplane
golfer,athlete
golfer,competitive player
goregrind,grindcore
pastor,priest
religious servant,believer
religious servant,religious personnel
Hercules,microcontroller
microcontroller,integrated circuit
microcontroller,processor
music of Egypt,music of the Middle East
music of Egypt,music of North Africa
complement,subset
pornogrind,goregrind
jazz saxophonist,saxophonist
jazz saxophonist,jazz musician
golf,Olympic sport
golf,ball game
golf,sport with racquet/stick/club
sport with racquet/stick/club,game
Spike,anti-tank missile
anti-tank missile,personal anti-tank weapon
anti-tank missile,anti-surface missile
synthesizer player,instrumentalist
Spike,prickle
prickle,epidermis
early reggae,reggae
music of Ireland,music of the British Isles
music of the British Isles,music of Western Europe
music of the British Isles,music of Northern Europe
digital piano,electronic musical instrument
amateur radio operator,amateur
amateur,person
amateur radio operator,radio operator
radio operator,telegraphist
slam poet,poet
mail carrier,employee
employee,worker
employee,stakeholder
mail carrier,courier
courier,manual worker
mail carrier,postal worker
postal worker,employee
postal worker,service industry worker
space music,electronic music
Cortland,apple
Cortland,table apple
comedy song,song
comedy song,comedy music
Elf,elf in a work of fiction
elf in a work of fiction,fictional humanoid
elf in a work of fiction,supernatural being in a work of fiction
elf in a work of fiction,sprite in a work of fiction
Muslim,religious adherent
Muslim,theist
Cactus,Crotale
Crotale,surface-to-air missile system
Cactus,self-propelled missile launcher
self-propelled missile launcher,missile
self-propelled missile launcher,combat vehicle
battle rap,rapping
battle rap,hip hop music
battle rap,tournament
battle rap,music competition
embroiderer,textile artist
textile artist,visual artist
embroiderer,needleworker
needleworker,textile artist
needleworker,textile worker
yuri,anime and manga
anime and manga,cartoon
anime and manga,narrative
yuri,romantic fiction
romantic fiction,fiction
yuri,lesbian fiction
lesbian fiction,media portrayal of lesbians
lesbian fiction,LGBTQ+ fiction
Cactus,supermarket
supermarket,shop
supermarket,commercial building
supermarket,brick and mortar
supermarket,grocery store
supermarket,self-service
supermarket,facility
Americana Music Honors & Awards,music award
cuatro,plucked necked box lute
Lorraine Franconian,Rhine Franconian
Rhine Franconian,Franconian
Rhine Franconian,West Central German
merenguero,merchant
merchant,businessperson
merchant,economic agent
merchant,trader
Grammy Award for Best Merengue Album,award for best album (genre)
ceramicist,artisan
ceramicist,visual artist
merenguero,singer
merenguero,merengue musician
merengue musician,musician
playback singer,singer
American football player,gridiron football player
gridiron football player,athlete
gridiron football player,competitive player
Times Music,recording studio
recording studio,studio
recording studio,facility
punk jazz,punk rock
ghazal,strophe
strophe,creative work
ghazal,poem
Indian pop,pop music
Indian pop,music of India
music of India,music of South Asia
Filmfare Awards South,Filmfare Awards
Filmfare Awards,film award
dungeon synth,electronic music
filmi music,music of India
filmi music,soundtrack
Palmer,mango
Go,open-source typeface
Go,board game
board game,tabletop game
Go,two-player game
two-player game,multiplayer game
Go,game on cell board
game on cell board,board game
Tsu,protein-coding gene
Flores,Indonesians
quiet storm,pop music
quiet storm,jazz fusion
quiet storm,soul music
quiet storm,contemporary R&B
ambient dub,chill-out music
ambient dub,dubtronica
Honorary doctor of the University of Manchester,honorary doctorate
Adana,Macedonian oro
Macedonian oro,hora
Macedonian oro,Slavic folk dance
tribal ambient,ambient music
tribal ambient,tribal music
tribal music,electronic music
music organization,organization
honorary doctor of the Edinburgh Napier University,honorary doctorate
sportswriter,journalist
sportswriter,non-fiction writer
non-fiction writer,writer
sportswriter,sportsperson
sportsperson,person
Kamikaze,Imperial Japanese Army unit
Imperial Japanese Army unit,army unit
Kamikaze,Imperial Japanese Navy unit
Imperial Japanese Navy unit,naval unit
Kamikaze,airstrike unit
airstrike unit,air force unit
airstrike unit,military aviation unit
Kamikaze,Mitsubishi Ki-15
Mitsubishi Ki-15,military monoplane with 1 tractor-piston-propeller engine
Mitsubishi Ki-15,attack/reconnaissance aircraft
Mitsubishi Ki-15,land-based multi-role combat aircraft
Kamikaze,trio cocktail
trio cocktail,cocktail
Magnum,reconnaissance satellite
reconnaissance satellite,Earth observation satellite
reconnaissance satellite,military satellite
melodrama,drama
melodrama,drama fiction
drama fiction,fiction
melodrama,drama film
drama film,film
drama film,drama fiction
melodrama,melodrama
Guts,flying disc sports
flying disc sports,throwing sport
Nintendocore,post-hardcore
vocal,lyrics
spy music,jazz
spy music,cinematic classical
cinematic classical,film score
cinematic classical,contemporary classical music
experimental hip hop,hip hop music
experimental hip hop,experimental music
Kamikaze,pendulum ride
pendulum ride,amusement ride
Moon River,cocktail
piccolo,western concert flute
western concert flute,flute
western concert flute,open side-blown flutes with fingerholes
Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie,award for best television production
award for best television production,class of award
Argentine tango,tango
Argentine tango,tango music
Argentine tango,Argentinian dance
Argentinian dance,South American dance
Tigre,Ethiopian Semitic
Balbriggan,knitted fabric
knitted fabric,cloth
knitted fabric,knitwork
French hip hop,music of France
French hip hop,European hip hop
Other Teaching Professional,teaching professionals
Maya,3D computer graphics software
3D computer graphics software,graphics software
Teen Choice Awards,award
Maya,Kartu
Kartu,South-West Pama-Nyungan
MTV Video Music Awards Japan,music award
Yiddish,West Germanic
Yiddish,High German
High German,German
High German,West Germanic
Yiddish,Jewish languages
visual kei,music of Japan
visual kei,popular music
viol player,instrumentalist
video game developer,video game company
video game company,software company
opera composer,classical composer
Catholic priest,priest
Catholic priest,presbyter
presbyter,priest
presbyter,Christian minister
presbyter,religious personnel
Catholic priest,Catholic
Catholic,Christian
Catholic,person
Catholic,religious adherent
Catholic,believer
Catholic,theist
Catholic,practitioner
Catholic priest,Catholic cleric
Catholic cleric,Catholic
Catholic cleric,Christian cleric
game designer,inventor
game designer,creator
game designer,designer
orchestral jazz,jazz
viola da braccio,viol family
viol family,bowed string instrument
video game developer,software developer
video game developer,game designer
rock drummer,drummer
rock drummer,rock musician
honorary doctor of the Chinese University of Hong Kong,honorary doctorate
viol,viol family
Caesarea,multi-sport event
multi-sport event,sports competition
Caesarea,international competition
international competition,competition
software engineer,systems engineer
systems engineer,engineer
software engineer,technology specialist
Pole,protein-coding gene
microhouse,house music
Adventism,Protestantism
indigenous music of North America,indigenous American music
indigenous American music,music of the Americas
indigenous American music,indigenous music
indigenous music of North America,music of North America
Native American flute,flutes with duct formed by an internal baffle with an external cover
flutes with duct formed by an internal baffle with an external cover,duct flute
future garage,UK garage
steelpan,gong
gong,percussion vessels
steelpan,percussion idiophones
percussion idiophones,directly struck idiophone
Pulp,drink
salsa musician,musician
Algerian Arabic,Maghrebi Arabic
Maghrebi Arabic,Arabic
Kazakh,Kipchak–Nogai
Kipchak–Nogai,Kipchak
Celtic fusion,Celtic music
Grammy Award for Best Contemporary Jazz Album,award for best album (genre)
surf pop,surf music
surf pop,pop rock
People's Artist of the Russian Federation,People's Artist
Goya Awards,film award
brega,music of Brazil
music of Tuva,music of Russia
Soul Train Music Award for Best Jazz Album,award for best album (genre)
Nichiren Buddhism,Kamakura Buddhism
Kamakura Buddhism,Buddhism in Japan
Afrikaans,Low Franconian
science,knowledge system
knowledge system,conceptual system
mathematics,natural science
natural science,science
Grand Officer of the Legion of Honour,grand officer
impressionist,comedian
impressionist,artist
impressionist,performing artist
impressionist,impersonator
impersonator,human
trade unionist,social activist
trade unionist,political activist
human,natural person
human,omnivore
human,person
human,individual animal
human,mammal
Fez,cap
cap,headgear
cyber metal,industrial metal
Pro Finlandia Medal of the Order of the Lion of Finland,medal of an order
medal of an order,medallion
medal of an order,order insignia
medal of an order,award medal
medal of an order,grade of an order
dirty rap,hip hop music
Johnston,sans-serif
Missouri,table apple
People's Artist of the Republic of Bashkortostan,People's Artist
People's Artist of the Republic of Tatarstan,People's Artist
Atlanta hip hop,American hip hop
Atlanta hip hop,music of Atlanta
music of Atlanta,"music of Georgia, U.S."
Black church,Afro-American religion
Afro-American religion,religion
Tatar,Kipchak–Bulgar
Kipchak–Bulgar,Kipchak
Croatian,Eastern Herzegovinian
Indonesian,Malay
Malay,Malayan
Welsh,Brythonic
Brythonic,Insular Celtic
Welsh,Western Brittonic
Western Brittonic,Brythonic
progressive jazz,jazz
progressive jazz,progressive music
Ahmadiyya,Islam
musical theatre actor,stage actor
conceptual art,art
digital organ,organ
digital organ,electronic musical instrument
blues pianist,pianist
blues pianist,blues musician
sadcore,alternative rock
queercore,punk rock
brutal prog,progressive rock
brutal prog,experimental rock
Honorary Knight Commander of the Order of the British Empire,honorary member
cabaret,tavern
tavern,alcohol drinking establishment
cabaret,event venue
event venue,venue
TED Prize,award
kleinkunst,performing arts
Tamworth,pig
feminist,sympathizer
sympathizer,person
cooking school,vocational school
vocational school,school
vocational school,vocational education institution
cooking school,hospitality school
