obj,super_obj
burlesque,theatre performance
theatre performance,performance
theatre performance,interpretation
theatre performance,show
burlesque,comedy
Tenebrae,Catholic liturgy
Catholic liturgy,Christian liturgy
supernatural anime,anime
supernatural anime,supernatural fiction
supernatural fiction,speculative/fantastic fiction
pink film,erotic film
violent death,death
drama anime and manga,anime and manga
drama anime and manga,drama fiction
stalking,crime
stalking,harassment
harassment,social issue
harassment,human behavior
Women in law enforcement,police officer
Women in law enforcement,gender role
contract killing,deliberate murder
deliberate murder,murder
Nika Award,film award
treasure hunting,search
search,inquiry
psychological experiment,experiment
assassination,murder
assassination,assassination
assassination,voluntary manslaughter
voluntary manslaughter,murder
voluntary manslaughter,crime in France
isekai,fantasy
Secretary,director
Empire,apple
Empire,table apple
open relationship,consensual non-monogamy
consensual non-monogamy,non-monogamy
Maestro,protein
alternative lifestyle,lifestyle
Maestro,radio receiver
radio receiver,receiver
radio receiver,communication device
Red Dragon,Dragon 2
Dragon 2,space capsule
Dragon 2,reusable spacecraft
family secret,secrecy
femininity,femininity
femininity,gender
BIFA Award for Best Performance by an Actor in a British Independent Film,award for best performance
Max,ice cream
creator,data type
data type,type
creator,hypothetical entity
intellectual property,intangible asset
intangible asset,asset
intellectual property,property
property,goods
Max,protein-coding gene
carrier,food additive
food additive,additive
food additive,food ingredient
creator,person
carrier,vector
vector,organism
vector,source of infection
creator,metadata
metadata,data
metadata,artificial entity
metadata,secondary information
Bushman,ultralight aircraft
ultralight aircraft,aircraft
Online Film Critics Society Award for Best Original Screenplay,award for best original screenplay
carrier,transportation occupation
transportation occupation,laborer
transportation occupation,Transport and logistics profession
The Transporter,cocktail
May,month of the Gregorian calendar
May,Chut
Chut,Chut
photography,industrial sector
photography,visual arts
photography,imaging method
psychological drama film,drama film
psychological drama film,psychological drama
psychological drama,drama fiction
psychological drama,psychological fiction
life plan,plan
plan,abstract object
favela,squatting
squatting,occupation
squatting,living arrangement
favela,slum
slum,neighborhood
favela,shanty town
shanty town,human settlement
favela,no-go area
no-go area,neighborhood
no-go area,territory
filmmaking,cinematography
filmmaking,audiovisual production
audiovisual production,production
audiovisual production,process
art,art
Shenandoah,table apple
Shenandoah,cooking apple
Shenandoah,chin curtain
chin curtain,beard
chin curtain,human facial hair
biological warfare,warfare
warfare,activity
King of Kings,king
king,monarch
king,man
King of Kings,head of state
head of state,public office
head of state,statesperson
head of state,leader
extraterrestrial microorganism,microorganism
microorganism,organism
extraterrestrial microorganism,extraterrestrial
extraterrestrial,organism
extraterrestrial,hypothetical entity
extraterrestrial microorganism,hypothetical entity
astrobiology,astronomy
astronomy,exact science
astronomy,physical sciences
astrobiology,biology
scientific method,method
method,technique
method,artificial entity
method,planned process
adventure anime,anime
adventure anime,adventure film
romance anime and manga,anime and manga
romance anime and manga,romantic fiction
adventure anime and manga,anime and manga
adventure anime and manga,adventure fiction
Dani,West Trans–New Guinea
West Trans–New Guinea,Trans–New Guinea
Jubilee,vegetable
Jubilee,tomato
tomato,vegetable
tomato,berry
tomato,fruit vegetable
tomato,fruit
gastarbeiter,foreign worker
foreign worker,worker
foreign worker,foreigner
Commando,armored fighting vehicle
Commando,amphibious vehicle
amphibious vehicle,watercraft
amphibious vehicle,land vehicle
nature,tool
tool,equipment
nature,condition
Oscar,protein-coding gene
remigration,ethnic cleansing
ethnic cleansing,felony
ethnic cleansing,ethnic conflict
ethnic cleansing,forced displacement
remigration,human migration
remigration,return
return,activity
Japanese horror,supernatural horror film
Spider,fictional spider
fictional spider,fictional arachnid
Firefly,yal
collaborationism,treason
treason,crime
treason,betrayal
collaborationism,violation of law
Firefly,launch vehicle
impermanence,finiteness
Firefly,Q1741807
Q1741807,mobile phone
Firefly,fighter monoplane with 1 engine
fighter monoplane with 1 engine,military monoplane with 1 engine
fighter monoplane with 1 engine,fighter monoplane
fighter monoplane with 1 engine,fighter with 1 engine
Firefly,carrier-capable fighter
carrier-capable fighter,fighter
carrier-capable fighter,carrier-capable aircraft
Interculturality,social interaction
Sky,ice cream
ars vivendi,lifestyle
organ trade,crime
organ trade,trade
trade,industry
trade,gift exchange
organ trade,social issue
horror and terror,affect
affect,pattern
human trafficking,crime
human trafficking,trade
human trafficking,offense against personal freedom
bird migration,animal migration
animal migration,migration
animal migration,animal behaviour
animal migration,recurring event
income inequality,social inequality
illegal immigration,immigration
illegal immigration,illegal migration
illegal migration,crime
illegal migration,human migration
free software movement,free-culture movement
free-culture movement,social movement
Sputnik,R-7
R-7,launch vehicle
alternate history film,alternate history
alternate history,historical fiction
alternate history,speculative/fantastic fiction
alternate history film,speculative/fantastic fiction film
Sputnik,stereo camera
stereo camera,camera
Sputnik,120 film camera
120 film camera,analog camera
open source,information
GNU,Unix-like operating system
Unix-like operating system,operating system
fictionalisation,literary technique
Pirates of the Caribbean,dark ride
dark ride,amusement ride
Pirates of the Caribbean,water ride
water ride,amusement ride
manual worker,laborer
Camp,protein-coding gene
Florida Film Critics Circle Award for Best Screenplay,award for best screenplay
Chlotrudis Award for Best Original Screenplay,award for best original screenplay
Critics' Choice Movie Award for Best Original and Adapted Screenplay,award for best screenplay
Bobby Burns,cocktail
bossa nova,dance
bossa nova,popular music
bossa nova,music of Brazil
music of Brazil,music of Latin America
music of Brazil,music of South America
lynching,frontier justice
lynching,summary execution
summary execution,homicide
summary execution,manner of death
lynching,extra-judicial killing
extra-judicial killing,homicide
extra-judicial killing,extrajudicial punishment
housewife,container
container,tool
container,storage
housewife,homemaker
homemaker,person
housewife,stay-at-home parent
stay-at-home parent,parent
John Collins,cocktail
John Collins,long drink
Amazon,cyclecar
cyclecar,motor car
daydream,mental process
daydream,fantasy
giallo,thriller
giallo,mystery fiction
Cobra,anti-tank missile
Tiger,attack helicopter
attack helicopter,attack aircraft
attack helicopter,military helicopter
attack helicopter,armed helicopter
Sex in film,scene
scene,act
scene,part
scene,tableau
influence of mass media,public opinion
public opinion,collective consciousness
influence of mass media,contributing factor
contributing factor,condition
contributing factor,quality
Goblin,goblin in a work of fiction
goblin in a work of fiction,fictional humanoid
Goblin,beings in the Harry Potter universe
beings in the Harry Potter universe,creature in Harry Potter
computer security,information security
information security,security
computer security,security
military computer,computer
computer,machine
computer,computing platform
computer,data terminal equipment
computer,electronic musical instrument
computer,IT system
computer,information processor
computer,computer file location
Goblin,fictional humanoid
train robbery,robbery
computer science,formal science
computer science,library and information science
Run,windsurf
sports betting,gambling
sports betting,football pool
football pool,activity
football pool,betting pool
sports betting,business activity
business activity,economic activity
partisan film,war film
cooking,food and drink preparation
food and drink preparation,concoction
Duplex,battery
battery,energy storage
battery,electric power source
wuxia film,wuxia
wuxia,fiction
longing,desire
Angie,mango
coming of age,process
meeting,meeting
Ginger Snaps,cookie
pedalo,boat
boat,vehicle
boat,watercraft
pedalo,human-powered vehicle
human-powered vehicle,zero-emissions vehicle
human-powered vehicle,vehicle without engine
The Cat in the Hat,dark ride
Gypsy jazz,jazz
Tour de France,2.UWT
2.UWT,cycling race
Tour de France,2.PT
2.PT,cycling race
cancer,tumor
tumor,neoplasm
cancer,neoplasm
neoplasm,disease
cancer,disease of cellular proliferation
disease of cellular proliferation,disease
cancer,particular disease
The Haunted Mansion,amusement ride
Elephant,Didone
Didone,Roman type
Didone,serif typeface
Didone,Moderns
Continental Films,company
company,organization
company,legal person
disillusion,disappointment
disappointment,emotion
nightlife,entertainment
multicultural society,society
culture of Rome,history of Rome
history of Rome,history of Italy
culture of Rome,culture of Italy
culture of Italy,history of Italy
culture of Italy,culture of Europe
mass media,information system
information system,software
information system,system
information system,product
mass media,media
media,means
media,data carrier
mass media,agent
dissociative identity disorder,dissociative disorder
dissociative disorder,mental disorder
dissociative disorder,dissociation
dissociative disorder,particular disease
dissociative identity disorder,particular disease
emptiness,mental state
spirit,combustible matter
combustible matter,chemical substance
combustible matter,energy storage
combustible matter,energetic material
Japanese folklore,Asian folklore
Asian folklore,folklore
certainty,knowledge
certainty,conviction
conviction,belief
anxiety,mental disorder
mental disorder,disease
mental disorder,particular disease
anxiety,anxiety
communication failure,communication
communication failure,failure
abstract being,subject
abstract being,non-physical entity
Persona,reconnaissance satellite
reconnaissance satellite,Earth observation satellite
reconnaissance satellite,military satellite
agnosticism,belief
Camelot,cooking apple
disease,anomaly
anomaly,risk
anomaly,deviation
disease,health problem
health problem,physiological condition
disease,biological process
disease,particular disease
God in Christianity,God
God,Creator
Mitchell,B-25 Mitchell
B-25 Mitchell,bomber with 2 engines
B-25 Mitchell,land-based bomber monoplane
Strand,education
Strand,activity
Strand,National Curriculum of Ghana
National Curriculum of Ghana,Mathematics Curriculum for Basic 7
National Curriculum of Ghana,Social Studies Curriculum for Basic 7
National Curriculum of Ghana,Science Curriculum for Basic 7
National Curriculum of Ghana,Social Studies Curriculum for Basic 8
National Curriculum of Ghana,Social Studies Curriculum for Basic 9
injury,damage
damage,process
damage,reduction
injury,health problem
emotional insecurity,negative emotion
negative emotion,emotion
Archives nationales,Q64556135
Q64556135,Q65121512
Archives nationales,Q65121512
Q65121512,Q2932762
Archives nationales,Q91896556
Q91896556,Q65121512
Archives nationales,Q91897223
Q91897223,Q65121512
television drama,television program
television drama,drama fiction
Baxter,table apple
Black Widow,paint
paint,material
paint,paint or oil or applicant
Purple Rain,long drink
television series based on a novel,television adaptation
television adaptation,television program
television adaptation,adaptation
television adaptation,dramatization
con artist,delinquent
Valencia,Spanish wine
Dobermann,dog
dog,pet
dog,domesticated mammal
Homelessness in the United States,homelessness
homelessness,Q48752631
social problem film,fiction film
Envy,yal
Spartan,home video game console
Spartan,video game character
Spartan,supersoldier
supersoldier,superhuman
Spartan,apple
Mormon missionary,missionary
missionary,religious servant
Memory erasure,amnesia
doom,situation
Holiday,table apple
Fury,supervillain
supervillain,villain
supervillain,superhuman
Fury,fighter
Fury,air superiority fighter
air superiority fighter,fighter
Fury,biplane with 1 engine
biplane with 1 engine,biplane
biplane with 1 engine,airplane with 1 engine
biplane with 1 engine,powered biplane
Fury,military aircraft with 1 tractor-piston-propeller engine
military aircraft with 1 tractor-piston-propeller engine,military aircraft with 1 tractor-propeller
military aircraft with 1 tractor-piston-propeller engine,military aircraft with 1 piston-propeller engine
military aircraft with 1 tractor-piston-propeller engine,military aircraft with piston-propeller engines
military aircraft with 1 tractor-piston-propeller engine,aircraft with 1 tractor-piston-propeller engine
Fury,land-based fighter biplane
land-based fighter biplane,fighter biplane
land-based fighter biplane,land-based fighter
land-based fighter biplane,land-based biplane
photograph series,artwork series
idleness,social behavior
Lee and Lyn Wilde,female
maturity,point in time
smuggling,transport
smuggling,crime
smuggling,wrongdoing
wrongdoing,activity
wrongdoing,animal behaviour
detective,detective
detective,law enforcement officer
detective,investigator
investigator,knowledge worker
cannibalism,predation
predation,killing
predation,feeding behavior
predation,cross-species interaction
cannibalism,feeding behavior
feeding behavior,consumer
feeding behavior,animal behaviour
soundtrack,stage and screen
stage and screen,functional music
potion,chemical substance
potion,solution
solution,homogeneous mixture
Memphis Belle,bomber
soundtrack,audio content
audio content,recorded information
Taxi,candy bar
candy bar,sugar candy
candy bar,snack bar
British Academy Film Awards,film award
Alexander,cocktail
Alexander,trio cocktail
trio cocktail,cocktail
dieselpunk,cyberpunk
dieselpunk,retro-futurism
retro-futurism,futurism
retro-futurism,creative work
Alexander,apple
Alexander,table apple
Alexander,cooking apple
Undead,undead in a work of fiction
Undead,fictional humanoid
National Treasure,historic site
historic site,heritage site
historic site,territory
National Treasure,national heritage site
national heritage site,heritage site
national heritage site,physical location
National Treasure,national treasure
national treasure,class
National Treasure,Important Cultural Properties of Japan
Important Cultural Properties of Japan,Tangible Cultural Properties of Japan
National Treasure,Tangible Cultural Properties of Japan
Tangible Cultural Properties of Japan,Cultural Property of Japan
Teen Choice Award for Best Villain,award for best (...)
American imperialism,imperialism
American imperialism,neocolonialism
neocolonialism,colonialism
national treasure,cultural heritage
cultural heritage,heritage
national treasure,natural heritage
natural heritage,heritage
natural heritage,natural geographic object
class,collective entity
comedy drama anime and manga,comedy drama
comedy drama,comedy
comedy drama,drama fiction
Primer,cosmetic product
cosmetic product,personal care product
gore,unincorporated area
unincorporated area,human settlement
comedic television series,comedy
comedic television series,television series
television series,television program
television series,series of creative works
obesity,overnutrition
overnutrition,malnutrition
overnutrition,nutrition disorder
obesity,particular disease
epic poem,narrative poetry
narrative poetry,poetry
narrative poetry,narration
epic poem,epic literature
epic literature,epic
epic literature,literary work
epic poem,verse poetry
verse poetry,poetry
verse poetry,poem
Eastern,Western film
yakuza film,gangster film
game,sporting event
sporting event,event
sporting event,sports competition
Golden Calf for Best Feature Film,award for best film
game,wildlife
wildlife,life
hippie,counterculture
counterculture,subculture
emancipation,occurrence
emancipation,liberation
liberation,liberty
liberation,occurrence
LGBT social movements,social movement
apocalyptic film,science fiction film
apocalyptic film,apocalyptic fiction
game,set
set,set
Blue Thunder,fictional helicopter
fictional helicopter,fictional aircraft
Eleanor,motor car
game,artificial figure
artificial figure,mobile charge
LGBT rights in the United States,LGBT+ rights
LGBT+ rights,human rights
LGBT+ rights,minority rights
adventure television film,adventure film
adventure television film,television film
television film,film
television film,television program
game,creative work
game,recreative work
game,recreational equipment
executive producer,producer
producer,entrepreneur
producer,media professional
sacrifice,tactic
sacrifice,chess move
chess move,series
sacrifice,sacrifice
religiosity,spirituality
spirituality,mental process
sacrifice,rite
rite,tradition
rite,intentional human activity
rite,activity
Dutch,Germanic peoples
Germanic peoples,Indo-European people
Dutch,inhabitant
Dutch,European people
Dutch,Western Europeans
Arnold Palmer,mixed drink
strategy,plan
The Chiodo Brothers,male
male,gendered
horror television film,television film
horror television film,horror television series
horror television series,television program
horror television series,horror fiction
television western,television program
television western,Western
Dutch,Low Franconian
Low Franconian,Franconian
Jussi Award for Best Film,award for best film
Nirvana,nirvana
nirvana,salvation
science fiction television film,science fiction
science fiction television film,television film
Thursday,day
Thursday,non-holiday
miniseries,television serial
television serial,television series
television serial,serial
Luna,R-7
Merlin,V12
V12,V engine
Merlin,light-sport aircraft
light-sport aircraft,light aircraft
Merlin,handheld electronic game
handheld electronic game,handheld game console
handheld electronic game,dedicated console
fantasy television,television program
fantasy television,fantasy
Merlin,rocket engine
rocket engine,jet engine
entrepreneurship,economic activity
environmental issue,human impact on the environment
environmental issue,social issue
assisted suicide,suicide
Spanglish,English-based creole languages
English-based creole languages,creole language
American way,lifestyle
modernization,social change
modernization,process
Rationalization,social process
humour,creative work
rural flight,human migration
group behaviour,social behavior
adversarial process,decision making
uxoricide,killing of a spouse
killing of a spouse,parricide
killing of a spouse,death of subject's partner
Mainichi Film Award,film award
Tanuki,shapeshifter
shapeshifter,mythical creature
submissiveness,virtue
virtue,moral quality
habitat destruction,process
Sim,video game character
Sim,fictional human
fictional human,fictional humanoid
fictional human,fictional primate
fictional human,fictional person
auto racing,motorsport
motorsport,sport
motorsport,racing
auto racing,racing
Molise,Italian wine
Mali,graphics processing unit
Mali,semiconductor intellectual property core
semiconductor intellectual property core,product
semiconductor intellectual property core,physical design
semiconductor intellectual property core,module
Mali,East New Britain
East New Britain,Papuan
invention,composed musical work
invention,production
production,planned process
invention,discovery
invention,innovation
innovation,planned process
innovation,intellectual activity
invention,intentional human activity
invention,event
invention,work
smoking,food processing
Rembrandt,InterCity
InterCity,passenger train service
Rembrandt,Trans Europ Express
Trans Europ Express,passenger train
Rembrandt,EuroCity
EuroCity,passenger train
robot,street dance
street dance,urban dance
Elektra,table apple
smoking,custom
custom,convention
smoking,intentional human activity
Critics' Choice Movie Award for Best Animated Feature,award for best film by genre
robot,machine
machine,work
machine,appliance
robot,creature
creature,anatomical entity
robot,agent
robot,artificially intelligent entity
artificially intelligent entity,artificial entity
artificially intelligent entity,agent
Duma,Bantu
Bantu,Southern Bantoid
Duma,Nzebi
Nzebi,Teke–Mbede
November,month of the Gregorian calendar
November,month of the Roman calendar
Stay,sculpture
sculpture,architectural structure
sculpture,visual artwork
sculpture,artificial physical object
BIFA Award for Best Foreign Independent Film,award for best film by place of origin
fear,anxiety
fear,basic emotion
Rebound,mood
mood,mental process
mood,emotional state
collective responsibility,responsibility
medical ethics,bioethics
bioethics,ethics
bioethics,applied ethics
medical ethics,research ethics
medical ethics,philosophy of medicine
philosophy of medicine,philosophy
Ibiza,Illes Balears
Black Reel Award for Best Breakthrough Performance,award for best performance
pharmaceutical industry,business
business,juridical person
business,economic entity
pharmaceutical industry,consumer goods industry
consumer goods industry,manufacturing
figure skating,Olympic sport
figure skating,ice skating
ice skating,Olympic sport
ice skating,skating
ice skating,ice sport
Dreamer,sport utility vehicle
sport utility vehicle,motor car
Domino,biscuit
biscuit,cookie
Broadcast Film Critics Association Award for Best Comedy Film,award for best film by genre
Domino,cooking apple
The Aristocrats,joke
joke,fiction
joke,humor
Independent Spirit Award for Best Documentary Feature,award for best film by genre
field of work,specialty
performing arts production,manifestation
performing arts production,work of art
performing arts production,event
Cars,protein-coding gene
Dirty Martini,cocktail
Tamworth,pig
pig,productive animal
pig,domesticated mammal
Broadcast Film Critics Association Award for Best Cast,award for a working group
award for a working group,class of award
Brick,sloop
sloop,sailboat
Brick,keelboat
keelboat,sailboat
Brick,monohull
monohull,watercraft
seinen,manga
manga,comics
Renaissance,periodization
periodization,time interval
periodization,series
periodization,dating method
Renaissance,ocean liner
ocean liner,passenger ship
Genie Award for Best Achievement in Costume Design,award for best (...)
collective trauma,social phenomenon
collective trauma,psychological trauma
Bodil Awards,film award
Feast,liturgical rank of the Roman rite
liturgical rank of the Roman rite,liturgical rank
New York Film Critics Circle Award for Best Screenplay,award for best screenplay
mysticism,belief
Los Angeles Film Critics Association Award for Best Music,award for best original music
Chicago Film Critics Association Award for Best Original Screenplay,award for best original screenplay
Roanoke,table apple
Los Angeles Film Critics Association Award for Best Screenplay,award for best screenplay
La Mancha,Spanish wine
Boston Society of Film Critics Award for Best Film,award for best film
mysticism,faith
comedy anime and manga,comedy
comedy anime and manga,anime and manga
neighborhood,human settlement
neighborhood,human-geographic territorial entity
neighborhood,section of populated place
affectional bond,interpersonal relationship
child abduction,kidnapping
child abduction,offense against personal freedom
child abduction,Q63495484
Q63495484,Antragsdelikt
slum,quarter
quarter,administrative territorial entity
quarter,human settlement
quarter,human-geographic territorial entity
General Motors EV1,electric car
electric car,motor car
electric car,battery electric vehicle
Chicago Film Critics Association Award for Best Documentary,award for best film by genre
Gotham Award for Best Documentary,award for best work
award for best work,class of award
Golden Gate Bridge,sudden death
language,metadata
politics of the United States,politics
The New York Times crossword puzzle,Crossword
Crossword,word puzzle
language,notation
notation,rule
notation,conceptual system
notation,representation
notation,sign system
language,languoid
languoid,abstract object
Grammy Award for Best Song Written for Visual Media,award for best song
language,aptitude
language,language
depth of field,length
length,physical quantity
length,distance
length,scalar magnitude
length,ISQ base quantity
physical disability,disability
care dependency,disability
Sparta,Redstone
Redstone,rocket
Sparta,launch vehicle
Transformers,toy
neoconservatism,foreign policy of the United States
foreign policy of the United States,foreign policy
foreign policy of the United States,public policy of the United States
Screen Actors Guild Award for Outstanding Performance by a Stunt Ensemble in a Motion Picture,award for a working group
Fur,Nilo-Saharan
Nilo-Saharan,human language
Islamic terrorism,religious terrorism
religious terrorism,terrorism
religious terrorism,religious behaviour
religious terrorism,religious fundamentalism
Fur,Fur
alternative rock,rock music
alternative rock,alternative music
alternative music,music
Christian,religious adherent
religious adherent,believer
Bug,fictional animal character
fictional animal character,fictional creature
fictional animal character,fictional organism
health risk,risk
health risk,operational risk
health risk,hazard
surrogacy,third-party reproduction
third-party reproduction,assisted reproductive technology
Bug,fictional extraterrestrial
Bug,fictional insect
fictional insect,fictional arthropod
Essex,pig
Venus,smartphone
smartphone,mobile phone
smartphone,information appliance
smartphone,smart device
smartphone,mobile computer
Essex,motor car
cultural landscape,landscape
landscape,territory
cultural landscape,human-geographic territorial entity
cultural landscape,cultural environment
cultural environment,artificial geographic entity
preservation,activity
preservation,protection
preservation,occupation
repair,activity
Persepolis,cruiser
cruiser,warship
conservation,environmental protection
environmental protection,protection
cultural landscape,Q65053553
Q65053553,Republic of China Cultural Heritage Preservation
photographer,visual artist
visual artist,artist
visual artist,creative and performing artist
photographer,"artistic, cultural and culinary associate professionals"
"artistic, cultural and culinary associate professionals","legal, social, cultural and related associate professionals"
animal rights,right
right,law
right,rights
animal rights,animal protection
animal protection,animal welfare
computing platform,system
computing platform,product
data terminal equipment,appliance
electronic musical instrument,musical instrument
electronic musical instrument,electrophone
electronic musical instrument,electronic instrument
IT system,information system
information processor,information system
computer file location,location
sitcom,comedic television series
sitcom,serial
serial,series of creative works
serial,serial
ammunition,weapon
ammunition,disposable product
disposable product,consumables
disposable product,product
ammunition,artificial physical object
inventor,engineer
engineer,worker
inventor,creator
Taurus World Stunt Awards for Best Fire Stunt,award for best professional (...)
illegal abortion,abortion
Broadcast Film Critics Association Award for Best Action Film,award for best film by genre
jukebox musical,musical
musical,musical theater
jukebox musical,musical film
industrialist,businessperson
businessperson,business and administration professionals
industrialist,entrepreneur
entrepreneur,businessperson
business magnate,businessperson
business magnate,entrepreneur
rescue operation,rescue
rescue operation,operation
Nika award for the best work of the artist Costume,award for best work
Visual Effects Society Award for Outstanding Animated Character in a Live Action Motion Picture,award for best (...)
Visual Effects Society Award for Outstanding Models and Miniatures in a Feature Motion Picture,Award for outstanding (...)
Award for outstanding (...),class of award
Visual Effects Society Award for Outstanding Compositing in a Feature Motion Picture,award for best work
artefact,artificial entity
artificial entity,object
Online Film Critics Society Award for Best Animated Film,award for best film by genre
The Express,handheld game console
handheld game console,video game console
handheld game console,mobile device
The Express,Nintendo Entertainment System hardware clone
Nintendo Entertainment System hardware clone,video game console
mockbuster,plagiarism
plagiarism,derivative work
plagiarism,academic dishonesty
plagiarism,misrepresentation
mockbuster,exploitation film
Igor,henchperson
Igor,Igor
Igor,Discworld character
Discworld character,literary character
Discworld character,character from a certain fictional universe
Altered,drag racing
drag racing,motorsport
Jumper,robot
Spiral,yal
school anime,anime
school anime,school story
school story,fiction
Nora,Southwestern Tai
Southwestern Tai,Tai
Changeling,fictional humanoid
Changeling,fictional shapeshifter
fictional shapeshifter,fictional creature
Arno,motor car
Changeling,Amorphous creature
Amorphous creature,fictional creature
health sciences,applied science
health sciences,life sciences
human science,human and social sciences
Outpost,physical location
NAACP Image Award for Outstanding Independent Motion Picture,Award for outstanding (...)
Pineapple Express,extratropical cyclone
extratropical cyclone,cyclone
Pineapple Express,Atmospheric river
Atmospheric river,atmospheric circulation
universe,natural physical object
natural physical object,physical object
natural physical object,natural object
universe,physical location
stoner film,comedy film
adventure science fiction,science fiction
adventure science fiction,adventure fiction
universe,class
class,mathematical object
mass hysteria,sociogenic illness
sociogenic illness,somatoform disorder
mass hysteria,hysterical contagion
hysterical contagion,emotional contagion
Korea,Northeast Asia
Northeast Asia,East Asia
human rights,convention
human rights,rights
Asperger syndrome,autism spectrum disorder
Asperger syndrome,particular disease
M6,ribosomal RNA
ribosomal RNA,RNA
ribosomal RNA,non-coding RNA
M6,60 mm mortar
60 mm mortar,mortar
Filmfare Award for Best Director,award for best direction
Evening Standard British Film Awards,film award
National Film Award for Best Film on Family Welfare,award for best film by genre
Bildung,self-cultivation
self-cultivation,Q60036520
misery,poverty
street child,child
street child,people in poverty
people in poverty,group of humans
people in poverty,high risk group
Zee Cine Award for Best Lyricist,award for best professional (...)
Choke,inductor
inductor,electronic component
inductor,electrical element
inductor,one-port circuit
Choke,coil
coil,inductor
coil,electrical element
coil,wire
coil,helical object
coil,passive electronic component
coil,hardware accessory
bodybuilding,strength sport
strength sport,sport
professional wrestling,wrestling
wrestling,Olympic sport
wrestling,strength sport
wrestling,combat sport
wrestling,close combat
professional wrestling,entertainment
professional wrestling,performing arts
professional wrestling,combat sport
mobbing,antipredator adaptation
antipredator adaptation,adaptation
mobbing,animal behaviour
mobbing,swarm behaviour
swarm behaviour,collective behavior
mobbing,bullying
bullying,harassment
mobbing,psychological abuse
Zeitgeist,thinking
tightrope walker,aerialist
aerialist,acrobat
aerialist,circus performer
tightrope walker,equilibrist
equilibrist,circus performer
end of sports career,end of career
religious film,film
cannabis,soft drugs
soft drugs,drug
cannabis,psychoactive drug
psychoactive drug,drug
psychoactive drug,chemical substance
cannabis,food ingredient
food ingredient,food
food ingredient,ingredient
Push,poker
poker,card game
poker,mind sport
The Haunted World of El Superbeasto,adult animation
adult animation,animated film
competence,aptitude
Big Stan,motor car
Avatar,spaceplane
spaceplane,spacecraft
spaceplane,hybrid aircraft
Avatar,reusable spacecraft
reusable spacecraft,spacecraft
social structure,structure
structure,collective entity
ecology,biology
space warfare,warfare
Khara,Telugu years
Telugu years,year in a calendar
Broadcast Film Critics Association Award for Best Visual Effects,award for best visual effects
Boston Society of Film Critics Award for Best Cast,award for best (...)
The International,golf tournament
golf tournament,tournament
The International,world championship
world championship,championship
world championship,international sporting event
world championship,recurring sports event
The International,esport competition
esport competition,esports
esport competition,tournament
Home,nightclub
nightclub,drinking establishment
nightclub,music venue
nightclub,performing arts building
nightclub,dance venue
factual television,information
factual television,television program
factual television,nonfiction
pen pal,correspondent
pen pal,friend
friend,acquaintance
Up,up
up,side
Adventureland,themed area
themed area,human-made geographic feature
Yellow Bird,cocktail
romance television series,romantic fiction
punishment,activity
authoritarianism,negative emotion
value,expression
expression,sequence
expression,computer language manifestation
principle,axiom
principle,rule
principle,structure
Poisonous pedagogy,pedagogy
value,mathematical object
mathematical object,abstract object
termination of employment,occurrence
termination of employment,end
Regional screen agencies,film organization
film organization,art institution
authoritarian character,moral character
moral character,behavior
value,value
value,property
Protestantism,Christianity
conflict resolution,communication
conflict resolution,problem solving
Goya Award for Best Original Music,award for best original music
agriculture in the United States,agriculture
agriculture,primary sector of the economy
agriculture,agriculture and forestry
military,armed organization
armed organization,organization
parallel universe,hypothetical entity
parallel universe,universe
fan film,film
fan film,fan fiction
fan fiction,fiction
fan fiction,fan art
Generation X,Millennial Saeculum
Millennial Saeculum,generation
bachelor,human
bachelor,single person
bachelor,male
paternal bond,human bonding
paternal bond,Father-Child Relations
Father-Child Relations,parent–child relationship
Dragon Ball,fictional object
fictional object,fictional entity
multiverse,virtual world
virtual world,software
virtual world,computer model
virtual world,virtual place
love triangle,interpersonal relationship
surreal humour,comedy
multiverse,hypothetical scientific object
tort,civil wrong
tort,tort law
legal concept,concept
legal concept,legal terminology
Dauerdelikt,violation of law
apartheid,racial segregation
racial segregation,racism
racial segregation,separation
Splice,ice cream
nuclear weapon,weapon of mass destruction
nuclear weapon,nuclear explosive
nuclear explosive,explosive device
sabotage,crime
sabotage,occurrence
underground economy,economy
economy,social system
paranormal ability,aptitude
Grizzly Bear,novelty dance
water,molecule
molecule,molecular entity
Agora,marketplace
marketplace,commercial building
marketplace,retail environment
Heartless,demon in a work of fiction
water,inanimate charge
inanimate charge,natural figure
water,oxide
oxide,oxygen compound
water,natural resource
natural resource,primary commodity
natural resource,resource
natural resource,environmental resource
water,primary metabolite
primary metabolite,metabolite
water,dihydrogen chalcogenide
dihydrogen chalcogenide,chemical compound
dihydrogen chalcogenide,hydrogen chalcogenide
People's Choice Award for Favorite Action Movie,award for favorite (...)
People's Choice Award for Favorite Movie,award for best film
People's Choice Award for Favorite Movie,award for favorite (...)
People's Choice Award for Favorite Movie Actor,award for favorite (...)
People's Choice Award for Favorite Action Star,award for favorite (...)
VES Award for Outstanding Models and Miniatures in a Feature Motion Picture,Award for outstanding (...)
Scream Award for Best Ensemble,award for a working group
Golden Schmoes for Biggest Disappointment of the Year,award for worst (...)
Golden Schmoes for Best Special Effects of the Year,award for best special effects
award for best special effects,film award category
social equality,rights
war crime,atrocity
South Park,table apple
Stirling Castle,cooking apple
Phoenix,chicken
privatization,public policy
public policy,policy
privatization,redistribution of property
redistribution of property,activity
Phoenix,beer
